date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2008-05-15,Carrots - Retail,KG,vegetables and fruits,31.11,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2008-06-15,Carrots - Retail,KG,vegetables and fruits,37.57,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2008-07-15,Carrots - Retail,KG,vegetables and fruits,43.23,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2008-08-15,Carrots - Retail,KG,vegetables and fruits,48.08,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2008-09-15,Carrots - Retail,KG,vegetables and fruits,62.02,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2008-10-15,Carrots - Retail,KG,vegetables and fruits,47.67,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2008-11-15,Carrots - Retail,KG,vegetables and fruits,53.1,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2008-12-15,Carrots - Retail,KG,vegetables and fruits,46.58,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-01-15,Carrots - Retail,KG,vegetables and fruits,31.34,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-02-15,Carrots - Retail,KG,vegetables and fruits,29.22,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-03-15,Carrots - Retail,KG,vegetables and fruits,34.38,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-04-15,Carrots - Retail,KG,vegetables and fruits,48.83,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-05-15,Carrots - Retail,KG,vegetables and fruits,61.64,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-06-15,Carrots - Retail,KG,vegetables and fruits,66.31,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-07-15,Carrots - Retail,KG,vegetables and fruits,46.5,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-08-15,Carrots - Retail,KG,vegetables and fruits,54.15,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-09-15,Carrots - Retail,KG,vegetables and fruits,62.75,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-10-15,Carrots - Retail,KG,vegetables and fruits,70.38,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-11-15,Carrots - Retail,KG,vegetables and fruits,63.42,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2009-12-15,Carrots - Retail,KG,vegetables and fruits,48.62,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-01-15,Carrots - Retail,KG,vegetables and fruits,41.07,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-02-15,Carrots - Retail,KG,vegetables and fruits,49.11,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-03-15,Carrots - Retail,KG,vegetables and fruits,62.61,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-04-15,Carrots - Retail,KG,vegetables and fruits,52.0,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-05-15,Carrots - Retail,KG,vegetables and fruits,29.54,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-06-15,Carrots - Retail,KG,vegetables and fruits,41.28,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-07-15,Carrots - Retail,KG,vegetables and fruits,29.46,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-08-15,Carrots - Retail,KG,vegetables and fruits,29.04,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-09-15,Carrots - Retail,KG,vegetables and fruits,34.0,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-10-15,Carrots - Retail,KG,vegetables and fruits,50.14,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-11-15,Carrots - Retail,KG,vegetables and fruits,70.36,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2011-12-15,Carrots - Retail,KG,vegetables and fruits,68.69,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2012-01-15,Carrots - Retail,KG,vegetables and fruits,61.0,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2012-02-15,Carrots - Retail,KG,vegetables and fruits,57.07,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2012-03-15,Carrots - Retail,KG,vegetables and fruits,38.17,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2012-05-15,Carrots - Retail,KG,vegetables and fruits,38.36,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2012-06-15,Carrots - Retail,KG,vegetables and fruits,43.54,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2012-07-15,Carrots - Retail,KG,vegetables and fruits,59.69,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2012-08-15,Carrots - Retail,KG,vegetables and fruits,73.07,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2012-09-15,Carrots - Retail,KG,vegetables and fruits,68.23,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2012-10-15,Carrots - Retail,KG,vegetables and fruits,53.69,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2012-11-15,Carrots - Retail,KG,vegetables and fruits,39.15,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2013-01-15,Carrots - Retail,KG,vegetables and fruits,25.69,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2013-02-15,Carrots - Retail,KG,vegetables and fruits,20.58,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2013-03-15,Carrots - Retail,KG,vegetables and fruits,25.46,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2013-04-15,Carrots - Retail,KG,vegetables and fruits,31.0,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2013-07-15,Carrots - Retail,KG,vegetables and fruits,45.21,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2014-07-15,Carrots - Retail,KG,vegetables and fruits,81.15,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,166,15,5,4,170_166_15_5,
2014-09-15,Cabbage - Wholesale,KG,vegetables and fruits,36.54,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2014-10-15,Cabbage - Wholesale,KG,vegetables and fruits,29.51,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2014-11-15,Cabbage - Wholesale,KG,vegetables and fruits,39.08,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2014-12-15,Cabbage - Wholesale,KG,vegetables and fruits,19.56,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-01-15,Cabbage - Wholesale,KG,vegetables and fruits,15.37,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-02-15,Cabbage - Wholesale,KG,vegetables and fruits,7.52,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-03-15,Cabbage - Wholesale,KG,vegetables and fruits,15.38,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-04-15,Cabbage - Wholesale,KG,vegetables and fruits,17.29,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-05-15,Cabbage - Wholesale,KG,vegetables and fruits,24.57,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-06-15,Cabbage - Wholesale,KG,vegetables and fruits,23.77,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-07-15,Cabbage - Wholesale,KG,vegetables and fruits,46.86,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-08-15,Cabbage - Wholesale,KG,vegetables and fruits,71.85,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-09-15,Cabbage - Wholesale,KG,vegetables and fruits,67.91,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-10-15,Cabbage - Wholesale,KG,vegetables and fruits,67.23,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-11-15,Cabbage - Wholesale,KG,vegetables and fruits,48.0,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2015-12-15,Cabbage - Wholesale,KG,vegetables and fruits,45.38,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-01-15,Cabbage - Wholesale,KG,vegetables and fruits,44.62,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-02-15,Cabbage - Wholesale,KG,vegetables and fruits,18.32,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-03-15,Cabbage - Wholesale,KG,vegetables and fruits,17.35,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-04-15,Cabbage - Wholesale,KG,vegetables and fruits,20.17,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-05-15,Cabbage - Wholesale,KG,vegetables and fruits,27.46,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-06-15,Cabbage - Wholesale,KG,vegetables and fruits,42.54,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-07-15,Cabbage - Wholesale,KG,vegetables and fruits,29.69,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-08-15,Cabbage - Wholesale,KG,vegetables and fruits,18.2,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-09-15,Cabbage - Wholesale,KG,vegetables and fruits,34.23,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-10-15,Cabbage - Wholesale,KG,vegetables and fruits,30.85,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-11-15,Cabbage - Wholesale,KG,vegetables and fruits,56.86,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2016-12-15,Cabbage - Wholesale,KG,vegetables and fruits,52.0,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2017-01-15,Cabbage - Wholesale,KG,vegetables and fruits,38.05,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2017-02-15,Cabbage - Wholesale,KG,vegetables and fruits,22.1,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2017-03-15,Cabbage - Wholesale,KG,vegetables and fruits,10.94,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2017-04-15,Cabbage - Wholesale,KG,vegetables and fruits,12.2,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,14,5,4,170_181_14_5,
2009-01-15,Cabbage - Retail,KG,vegetables and fruits,19.31,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-02-15,Cabbage - Retail,KG,vegetables and fruits,16.15,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-03-15,Cabbage - Retail,KG,vegetables and fruits,16.75,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-04-15,Cabbage - Retail,KG,vegetables and fruits,23.2,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-05-15,Cabbage - Retail,KG,vegetables and fruits,29.68,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-06-15,Cabbage - Retail,KG,vegetables and fruits,25.51,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-07-15,Cabbage - Retail,KG,vegetables and fruits,30.19,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-08-15,Cabbage - Retail,KG,vegetables and fruits,30.92,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-09-15,Cabbage - Retail,KG,vegetables and fruits,27.82,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-10-15,Cabbage - Retail,KG,vegetables and fruits,50.51,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-11-15,Cabbage - Retail,KG,vegetables and fruits,70.42,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2009-12-15,Cabbage - Retail,KG,vegetables and fruits,47.72,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-01-15,Cabbage - Retail,KG,vegetables and fruits,20.07,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-02-15,Cabbage - Retail,KG,vegetables and fruits,20.08,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-03-15,Cabbage - Retail,KG,vegetables and fruits,17.81,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-04-15,Cabbage - Retail,KG,vegetables and fruits,26.98,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-05-15,Cabbage - Retail,KG,vegetables and fruits,20.05,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-06-15,Cabbage - Retail,KG,vegetables and fruits,21.69,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-07-15,Cabbage - Retail,KG,vegetables and fruits,35.29,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-08-15,Cabbage - Retail,KG,vegetables and fruits,40.06,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-09-15,Cabbage - Retail,KG,vegetables and fruits,31.7,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-10-15,Cabbage - Retail,KG,vegetables and fruits,59.49,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-11-15,Cabbage - Retail,KG,vegetables and fruits,55.23,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2011-12-15,Cabbage - Retail,KG,vegetables and fruits,30.97,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-01-15,Cabbage - Retail,KG,vegetables and fruits,17.83,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-02-15,Cabbage - Retail,KG,vegetables and fruits,12.81,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-03-15,Cabbage - Retail,KG,vegetables and fruits,16.37,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-04-15,Cabbage - Retail,KG,vegetables and fruits,18.65,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-05-15,Cabbage - Retail,KG,vegetables and fruits,23.29,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-06-15,Cabbage - Retail,KG,vegetables and fruits,25.2,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-07-15,Cabbage - Retail,KG,vegetables and fruits,28.77,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-08-15,Cabbage - Retail,KG,vegetables and fruits,56.0,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-09-15,Cabbage - Retail,KG,vegetables and fruits,71.23,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-10-15,Cabbage - Retail,KG,vegetables and fruits,37.0,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2012-11-15,Cabbage - Retail,KG,vegetables and fruits,29.79,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2013-01-15,Cabbage - Retail,KG,vegetables and fruits,19.23,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2013-02-15,Cabbage - Retail,KG,vegetables and fruits,19.2,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2013-03-15,Cabbage - Retail,KG,vegetables and fruits,20.89,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2013-04-15,Cabbage - Retail,KG,vegetables and fruits,44.46,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2013-07-15,Cabbage - Retail,KG,vegetables and fruits,21.93,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2014-07-15,Cabbage - Retail,KG,vegetables and fruits,43.46,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,181,15,5,4,170_181_15_5,
2008-01-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,12.37,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-02-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,13.06,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-03-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,13.26,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-04-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,17.07,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-05-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,19.4,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-06-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,19.12,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-07-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,16.56,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-08-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,12.56,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-09-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,13.09,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-10-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,13.28,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-11-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,12.55,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2008-12-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,13.74,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-01-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,14.38,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-02-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,17.64,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-03-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.96,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-04-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,16.49,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-05-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,16.31,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-06-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.92,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-07-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.78,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-08-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.01,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-09-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,14.31,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-10-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.21,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-11-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,13.8,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2009-12-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.04,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-01-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,16.02,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-02-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,16.3,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-03-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.82,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-04-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,14.79,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-05-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,14.96,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-06-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.23,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-07-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.27,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-08-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.12,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-09-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,14.54,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-10-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,14.55,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-11-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,14.63,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2010-12-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,15.19,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2012-01-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,16.79,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2012-02-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,16.64,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2012-03-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,16.51,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
2012-05-15,Rice (paddy) - Farm Gate,KG,cereals and tubers,16.67,PHP,Philippines,Region II (Cagayan Valley),2357,Tuguegarao,170,203,18,5,1,170_203_18_5,
